cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto,is_attack
251,10,5,475,0.5,47.5,95.0,2.0,56380,80,6,10,475,5,1.0987983707358564,0.2726812854960669,1.095269885845809,1.790097525986328,0
256,10,5,742,0.5,74.2,148.4,2.0,80,56380,6,10,742,5,0.8674723979493604,1.5192243049066587,1.620999431051797,1.3344363375534445,0
270,13,19,1678,1.4615384615384617,129.07692307692307,88.3157894736842,0.6842105263157895,44588,5051,6,13,1678,19,-1.2144613571291043,1.5192243049066587,-0.7447835223751499,-0.7160390103945313,0
271,13,16,1351,1.2307692307692308,103.92307692307692,84.4375,0.8125,5051,44588,6,13,1351,16,1.0987983707358564,-0.9738617339145248,-1.007648294978144,1.790097525986328,0
275,13,12717,915624,978.2307692307692,70432.61538461539,72.0,0.0010222536761814,6170,5051,17,13,915624,12717,-1.2144613571291043,1.5192243049066587,-0.7447835223751499,-0.7160390103945313,0
8,14,19,1661,1.3571428571428572,118.64285714285714,87.42105263157895,0.7368421052631579,35346,5050,6,14,1661,19,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
9,10,5,475,0.5,47.5,95.0,2.0,56312,80,6,10,475,5,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
10,13,16,1353,1.2307692307692308,104.07692307692308,84.5625,0.8125,5050,35346,6,13,1353,16,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
11,10,6,808,0.6,80.8,134.66666666666666,1.6666666666666667,80,56312,6,10,808,6,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
19,13,551,4226269,42.38461538461539,325097.6153846154,7670.179673321234,0.0235934664246823,1898,5050,6,13,4226269,551,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
20,13,298,19668,22.923076923076923,1512.923076923077,66.0,0.0436241610738255,5050,1898,6,13,19668,298,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
30,13,19,1689,1.4615384615384617,129.92307692307693,88.89473684210526,0.6842105263157895,48474,5050,6,13,1689,19,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
32,13,16,1335,1.2307692307692308,102.6923076923077,83.4375,0.8125,5050,48474,6,13,1335,16,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
33,10,5,927,0.5,92.7,185.4,2.0,80,35434,6,10,927,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
40,13,887,4682321,68.23076923076923,360178.53846153844,5278.828635851184,0.0146561443066516,4040,5050,6,13,4682321,887,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
41,13,309,20394,23.76923076923077,1568.7692307692307,66.0,0.0420711974110032,5050,4040,6,13,20394,309,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
47,10,4,676,0.4,67.6,169.0,2.5,80,56318,6,10,676,4,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
67,10,6,529,0.6,52.9,88.16666666666667,1.6666666666666667,35438,80,6,10,529,6,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
69,10,6,816,0.6,81.6,136.0,1.6666666666666667,80,35438,6,10,816,6,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
74,10,4,409,0.4,40.9,102.25,2.5,35440,80,6,10,409,4,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
75,10,4,676,0.4,67.6,169.0,2.5,80,35440,6,10,676,4,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
81,10,5,475,0.5,47.5,95.0,2.0,35442,80,6,10,475,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
82,10,4,676,0.4,67.6,169.0,2.5,80,35442,6,10,676,4,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
87,14,16,1483,1.1428571428571428,105.92857142857144,92.6875,0.875,48486,5050,6,14,1483,16,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
88,11,4,409,0.3636363636363636,37.18181818181818,102.25,2.75,35446,80,6,11,409,4,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
89,13,17,1428,1.3076923076923077,109.84615384615384,84.0,0.7647058823529411,5050,48486,6,13,1428,17,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
91,10,4,676,0.4,67.6,169.0,2.5,80,35446,6,10,676,4,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
99,13,466,3016945,35.84615384615385,232072.6923076923,6474.130901287554,0.0278969957081545,8964,5050,6,13,3016945,466,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
100,13,188,12408,14.461538461538462,954.4615384615385,66.0,0.0691489361702127,5050,8964,6,13,12408,188,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
108,13,16,1350,1.2307692307692308,103.84615384615384,84.375,0.8125,5051,60864,6,13,1350,16,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
136,10,5,475,0.5,47.5,95.0,2.0,56334,80,6,10,475,5,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
137,10,5,742,0.5,74.2,148.4,2.0,80,56334,6,10,742,5,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
141,10,5,463,0.5,46.3,92.6,2.0,35454,80,6,10,463,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
142,10,4,676,0.4,67.6,169.0,2.5,80,35454,6,10,676,4,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
146,10,6,541,0.6,54.1,90.16666666666669,1.6666666666666667,47792,80,6,10,541,6,-1.1528804174624132,1.3798589839845012,-0.6616950943005804,-0.8244848578954476,0
147,10,5,742,0.5,74.2,148.4,2.0,80,47792,6,10,742,5,1.426445262284003,-1.252487385462855,-0.6616950943005804,1.6489697157908951,0
151,14,18,1613,1.2857142857142858,115.21428571428572,89.61111111111111,0.7777777777777778,48500,5050,6,14,1613,18,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
152,10,5,475,0.5,47.5,95.0,2.0,35460,80,6,10,475,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
153,14,16,1363,1.1428571428571428,97.35714285714286,85.1875,0.875,5050,48500,6,14,1363,16,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
154,10,5,742,0.5,74.2,148.4,2.0,80,35460,6,10,742,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
160,13,1166,5045861,89.6923076923077,388143.1538461539,4327.496569468268,0.0111492281303602,4413,5050,6,13,5045861,1166,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
161,13,322,21252,24.76923076923077,1634.7692307692307,66.0,0.0403726708074534,5050,4413,6,13,21252,322,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
165,10,6,517,0.6,51.7,86.16666666666667,1.6666666666666667,56344,80,6,10,517,6,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
166,10,5,742,0.5,74.2,148.4,2.0,80,56344,6,10,742,5,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
172,10,4,409,0.4,40.9,102.25,2.5,35464,80,6,10,409,4,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
173,10,4,676,0.4,67.6,169.0,2.5,80,35464,6,10,676,4,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
184,10,5,475,0.5,47.5,95.0,2.0,35468,80,6,10,475,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
185,10,5,742,0.5,74.2,148.4,2.0,80,35468,6,10,742,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
188,13,17,1546,1.3076923076923077,118.92307692307692,90.94117647058825,0.7647058823529411,53956,5051,6,13,1546,17,0.4103472672323844,-0.5731721933474082,-0.9079072224124244,0.5996253511966891,0
193,13,15,1286,1.1538461538461535,98.92307692307692,85.73333333333333,0.8666666666666667,5051,53956,6,13,1286,15,-0.683912112053974,0.4458005948257619,-1.031013286468346,-0.3747658444979307,0
198,13,12889,928008,991.4615384615385,71385.23076923077,72.0,0.0010086119947241,7492,5051,17,13,928008,12889,0.4103472672323844,-0.5731721933474082,-0.9079072224124244,-1.049344364594206,0
206,10,5,475,0.5,47.5,95.0,2.0,35472,80,6,10,475,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
207,10,5,742,0.5,74.2,148.4,2.0,80,35472,6,10,742,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
214,14,16,1352,1.1428571428571428,96.57142857142856,84.5,0.875,5050,35398,6,14,1352,16,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
215,10,4,409,0.4,40.9,102.25,2.5,56364,80,6,10,409,4,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
217,10,4,676,0.4,67.6,169.0,2.5,80,56364,6,10,676,4,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
234,10,5,463,0.5,46.3,92.6,2.0,56370,80,6,10,463,5,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
235,10,4,676,0.4,67.6,169.0,2.5,80,56370,6,10,676,4,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
241,13,16,1465,1.2307692307692308,112.6923076923077,91.5625,0.8125,48532,5050,6,13,1465,16,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
242,10,5,475,0.5,47.5,95.0,2.0,35492,80,6,10,475,5,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
243,13,17,1419,1.3076923076923077,109.15384615384616,83.47058823529412,0.7647058823529411,5050,48532,6,13,1419,17,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
244,10,5,742,0.5,74.2,148.4,2.0,80,35492,6,10,742,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
248,13,996,5596863,76.61538461538461,430527.92307692306,5619.340361445783,0.0130522088353413,4445,5050,6,13,5596863,996,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
249,13,306,20196,23.53846153846154,1553.5384615384614,66.0,0.0424836601307189,5050,4445,6,13,20196,306,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
253,10,5,475,0.5,47.5,95.0,2.0,56380,80,6,10,475,5,-0.683912112053974,1.3798589839845012,-0.0461647740209707,-0.3747658444979307,0
254,10,5,742,0.5,74.2,148.4,2.0,80,56380,6,10,742,5,1.426445262284003,-0.5731721933474082,0.0769412900349512,1.6489697157908951,0
259,13,18,1614,1.3846153846153846,124.15384615384616,89.66666666666667,0.7222222222222222,52346,5050,6,13,1614,18,-1.1528804174624132,1.3798589839845012,-0.6616950943005804,-0.8244848578954476,0
260,10,6,541,0.6,54.1,90.16666666666669,1.6666666666666667,47838,80,6,10,541,6,-1.1528804174624132,1.3798589839845012,-0.6616950943005804,-0.8244848578954476,0
261,13,15,1288,1.1538461538461535,99.07692307692308,85.86666666666666,0.8666666666666667,5050,52346,6,13,1288,15,1.426445262284003,-1.252487385462855,-0.6616950943005804,1.6489697157908951,0
262,10,5,742,0.5,74.2,148.4,2.0,80,47838,6,10,742,5,1.426445262284003,-1.252487385462855,-0.6616950943005804,1.6489697157908951,0
266,13,811,5563447,62.38461538461539,427957.4615384616,6859.983970406905,0.0160295930949445,2555,5050,6,13,5563447,811,-1.1528804174624132,1.3798589839845012,-0.6616950943005804,-0.8244848578954476,0
267,13,315,20790,24.23076923076923,1599.2307692307693,66.0,0.0412698412698412,5050,2555,6,13,20790,315,1.426445262284003,-1.252487385462855,-0.6616950943005804,1.6489697157908951,0
282,14,18,1608,1.2857142857142858,114.85714285714286,89.33333333333333,0.7777777777777778,48548,5050,6,14,1608,18,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
283,10,7,607,0.7,60.7,86.71428571428571,1.4285714285714286,35508,80,6,10,607,7,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
286,14,17,1420,1.2142857142857142,101.42857142857144,83.52941176470588,0.8235294117647058,5050,48548,6,14,1420,17,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
287,10,5,730,0.5,73.0,146.0,2.0,80,35508,6,10,730,5,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
296,13,571,3274091,43.92307692307692,251853.15384615384,5733.959719789842,0.0227670753064798,3875,5050,6,13,3274091,571,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
297,13,339,22374,26.076923076923077,1721.076923076923,66.0,0.0383480825958702,5050,3875,6,13,22374,339,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
314,13,10,789,0.7692307692307693,60.69230769230769,78.9,1.3,35512,80,6,13,789,10,0.4103472672323844,1.3798589839845012,1.5542140587060145,0.5996253511966891,0
316,12,6,1220,0.5,101.66666666666669,203.33333333333337,2.0,80,35512,6,12,1220,6,1.426445262284003,0.4458005948257619,1.6773201227619363,1.6489697157908951,0
12,13,16,1353,1.2307692307692308,104.07692307692308,84.5625,0.8125,5050,35346,6,13,1353,16,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
21,13,298,19668,22.923076923076923,1512.923076923077,66.0,0.0436241610738255,5050,1898,6,13,19668,298,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
45,10,4,409,0.4,40.9,102.25,2.5,56318,80,6,10,409,4,0.1428571428571428,0.0932504808240313,0.4745789978762495,0.9570732259820034,0
48,10,4,676,0.4,67.6,169.0,2.5,80,56318,6,10,676,4,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
103,15,18,1620,1.2,108.0,90.0,0.8333333333333334,60864,5051,6,15,1620,18,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
106,14,16,1350,1.1428571428571428,96.42857142857144,84.375,0.875,5051,60864,6,14,1350,16,0.1428571428571428,0.0932504808240313,0.4745789978762495,0.9570732259820034,0
113,13,12979,934488,998.3846153846154,71883.69230769231,72.0,0.0010016179983049,6271,5051,17,13,934488,12979,1.5714285714285714,1.5852581740085334,2.3728949893812477,-0.8466416999071568,0
120,14,19,1678,1.3571428571428572,119.85714285714286,88.3157894736842,0.7368421052631579,53936,5051,6,14,1678,19,-1.0,1.5852581740085334,0.0949157995752499,-0.5889681390658482,0
123,14,16,1352,1.1428571428571428,96.57142857142856,84.5,0.875,5051,53936,6,14,1352,16,0.1428571428571428,-1.025755289064345,-0.6644105970267493,0.9570732259820034,0
128,13,13106,943632,1008.1538461538462,72587.07692307692,72.0,0.0009919121013276,5251,5051,17,13,943632,13106,-1.0,1.5852581740085334,0.0949157995752499,-0.5889681390658482,0
145,10,6,541,0.6,54.1,90.16666666666669,1.6666666666666667,47792,80,6,10,541,6,-0.7142857142857143,0.0932504808240313,-0.2847473987257497,-0.073621017383231,0
148,10,5,742,0.5,74.2,148.4,2.0,80,47792,6,10,742,5,1.5714285714285714,-0.6527533657682196,-0.2847473987257497,1.9877674693472376,0
164,10,6,517,0.6,51.7,86.16666666666667,1.6666666666666667,56344,80,6,10,517,6,0.1428571428571428,0.0932504808240313,0.4745789978762495,0.9570732259820034,0
167,10,5,742,0.5,74.2,148.4,2.0,80,56344,6,10,742,5,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
189,13,17,1546,1.3076923076923077,118.92307692307692,90.94117647058825,0.7647058823529411,53956,5051,6,13,1546,17,-1.0,1.5852581740085334,0.0949157995752499,-0.5889681390658482,0
192,13,15,1286,1.1538461538461535,98.92307692307692,85.73333333333333,0.8666666666666667,5051,53956,6,13,1286,15,0.1428571428571428,-1.025755289064345,-0.6644105970267493,0.9570732259820034,0
199,13,12889,928008,991.4615384615385,71385.23076923077,72.0,0.0010086119947241,7492,5051,17,13,928008,12889,-1.0,1.5852581740085334,0.0949157995752499,-0.5889681390658482,0
210,14,17,1549,1.2142857142857142,110.64285714285714,91.11764705882354,0.8235294117647058,35398,5050,6,14,1549,17,0.1428571428571428,0.0932504808240313,0.4745789978762495,0.9570732259820034,0
216,14,16,1352,1.1428571428571428,96.57142857142856,84.5,0.875,5050,35398,6,14,1352,16,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
219,10,4,676,0.4,67.6,169.0,2.5,80,56364,6,10,676,4,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
227,13,720,4659063,55.38461538461539,358389.46153846156,6470.920833333334,0.0180555555555555,2671,5050,6,13,4659063,720,0.1428571428571428,0.0932504808240313,0.4745789978762495,0.9570732259820034,0
230,13,300,19800,23.076923076923077,1523.076923076923,66.0,0.0433333333333333,5050,2671,6,13,19800,300,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
236,10,4,676,0.4,67.6,169.0,2.5,80,56370,6,10,676,4,1.5714285714285714,1.5852581740085334,2.3728949893812477,1.9877674693472376,0
257,13,19,1688,1.4615384615384617,129.84615384615384,88.84210526315789,0.6842105263157895,52346,5050,6,13,1688,19,-0.7142857142857143,0.0932504808240313,-0.2847473987257497,-0.073621017383231,0
263,13,15,1288,1.1538461538461535,99.07692307692308,85.86666666666666,0.8666666666666667,5050,52346,6,13,1288,15,1.5714285714285714,-0.6527533657682196,-0.2847473987257497,1.9877674693472376,0
265,13,811,5563447,62.38461538461539,427957.4615384616,6859.983970406905,0.0160295930949445,2555,5050,6,13,5563447,811,-0.7142857142857143,0.0932504808240313,-0.2847473987257497,-0.073621017383231,0
268,13,315,20790,24.23076923076923,1599.2307692307693,66.0,0.0412698412698412,5050,2555,6,13,20790,315,1.5714285714285714,-0.6527533657682196,-0.2847473987257497,1.9877674693472376,0
269,13,19,1678,1.4615384615384617,129.07692307692307,88.3157894736842,0.6842105263157895,44588,5051,6,13,1678,19,-0.7142857142857143,1.5852581740085334,-0.6644105970267493,-0.073621017383231,0
272,13,16,1351,1.2307692307692308,103.92307692307692,84.4375,0.8125,5051,44588,6,13,1351,16,0.1428571428571428,-0.6527533657682196,-1.044073795327749,0.9570732259820034,0
274,13,12717,915624,978.2307692307692,70432.61538461539,72.0,0.0010222536761814,6170,5051,17,13,915624,12717,-0.7142857142857143,1.5852581740085334,-0.6644105970267493,-0.8466416999071568,0
28,13,18,1615,1.3846153846153846,124.23076923076924,89.72222222222223,0.7222222222222222,48474,5050,6,13,1615,18,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
29,10,7,595,0.7,59.5,85.0,1.4285714285714286,35434,80,6,10,595,7,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
34,13,18,1652,1.3846153846153846,127.07692307692308,91.77777777777776,0.7222222222222222,5050,48474,6,13,1652,18,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
35,10,3,610,0.3,61.0,203.33333333333337,3.3333333333333335,80,35434,6,10,610,3,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
39,13,887,4682321,68.23076923076923,360178.53846153844,5278.828635851184,0.0146561443066516,4040,5050,6,13,4682321,887,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
42,13,309,20394,23.76923076923077,1568.7692307692307,66.0,0.0420711974110032,5050,4040,6,13,20394,309,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
65,10,7,603,0.7,60.3,86.14285714285714,1.4285714285714286,35438,80,6,10,603,7,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
71,10,5,742,0.5,74.2,148.4,2.0,80,35438,6,10,742,5,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
73,10,4,409,0.4,40.9,102.25,2.5,35440,80,6,10,409,4,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
76,10,4,676,0.4,67.6,169.0,2.5,80,35440,6,10,676,4,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
80,10,5,475,0.5,47.5,95.0,2.0,35442,80,6,10,475,5,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
83,10,4,676,0.4,67.6,169.0,2.5,80,35442,6,10,676,4,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
85,14,16,1483,1.1428571428571428,105.92857142857144,92.6875,0.875,48486,5050,6,14,1483,16,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
90,13,16,1354,1.2307692307692308,104.15384615384616,84.625,0.8125,5050,48486,6,13,1354,16,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
94,10,4,676,0.4,67.6,169.0,2.5,80,35446,6,10,676,4,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
95,13,466,3016945,35.84615384615385,232072.6923076923,6474.130901287554,0.0278969957081545,8964,5050,6,13,3016945,466,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
101,13,188,12408,14.461538461538462,954.4615384615385,66.0,0.0691489361702127,5050,8964,6,13,12408,188,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
118,14,19,1678,1.3571428571428572,119.85714285714286,88.3157894736842,0.7368421052631579,53936,5051,6,14,1678,19,0.8101404467277988,-1.412666564394243,-0.9452557262656116,1.0505915539653343,0
125,14,16,1352,1.1428571428571428,96.57142857142856,84.5,0.875,5051,53936,6,14,1352,16,-1.4089399073526938,0.7636035483212125,-1.0532849521245384,-0.9993431854792206,0
126,14,13106,943632,936.1428571428572,67402.28571428571,72.0,0.0010682130321989,5251,5051,17,14,943632,13106,0.8101404467277988,-1.412666564394243,-0.9452557262656116,-0.9993431854792206,0
140,10,5,463,0.5,46.3,92.6,2.0,35454,80,6,10,463,5,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
143,10,4,676,0.4,67.6,169.0,2.5,80,35454,6,10,676,4,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
149,14,19,1687,1.3571428571428572,120.5,88.78947368421052,0.7368421052631579,48500,5050,6,14,1687,19,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
155,13,15,1289,1.1538461538461535,99.15384615384616,85.93333333333334,0.8666666666666667,5050,48500,6,13,1289,15,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
159,13,1166,5045861,89.6923076923077,388143.1538461539,4327.496569468268,0.0111492281303602,4413,5050,6,13,5045861,1166,0.8101404467277988,0.6490630160730306,0.999270339195075,1.0505915539653343,0
162,13,322,21252,24.76923076923077,1634.7692307692307,66.0,0.0403726708074534,5050,4413,6,13,21252,322,0.5987994606248948,0.7636035483212125,0.999270339195075,0.9480948169931068,0
