Unnamed: 0,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto,is_attack
8,123,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.629498083826443,-0.5202821468244423,-0.8164965809277259,-0.6708203932499369,0
31,36,37,3,141,0.081081081081081,3.810810810810811,47.0,12.333333333333334,0,9,1,37,141,3,-1.0,-1.0,-1.0,-1.3683349098564703,1
12,17,58,6,312,0.1034482758620689,5.379310344827586,52.0,9.666666666666666,2220,80,17,58,312,6,1.0,1.0,1.0,0.9640541410352405,1
35,40,29,2,128,0.0689655172413793,4.413793103448276,64.0,14.5,11403,80,6,29,128,2,1.0,1.0,1.0,0.8085615376424597,1
28,33,37,3,192,0.081081081081081,5.1891891891891895,64.0,12.333333333333334,29290,80,6,37,192,3,1.0,1.0,1.0,0.8085615376424597,1
42,47,19,1,52,0.0526315789473684,2.736842105263158,52.0,19.0,15233,80,17,19,52,1,1.0,1.0,1.0,0.9640541410352405,1
42,418,10,1,74,0.1,7.4,74.0,10.0,45814,80,6,10,74,1,0.1671315676162189,2.1243342977344235,3.00161377096125,-0.1918708556403951,0
22,27,44,4,256,0.0909090909090909,5.818181818181818,64.0,11.0,22178,80,6,44,256,4,1.0,1.0,1.0,0.8085615376424597,1
12,76,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-1.6035674514745464,0.0,-0.8545426619509555,-0.836023408983182,0
23,284,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,45782,80,6,11,74,1,0.1671315676162189,2.1243342977344235,3.00161377096125,-0.1918708556403951,0
59,397,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,2.138089935299395,-0.2443388887126104,1.8744806778279024,2.310064682716687,0
22,337,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,2.5511238134019005,-0.1418951309521206,0.2041241452319314,2.6832815729997477,0
2,9,16,1,47,0.0625,2.9375,47.0,16.0,8,10,1,16,47,1,1.0,1.0,1.0,1.0,1
11,148,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.5511238134019005,0.236491884920201,2.2453655975512463,2.6832815729997477,0
25,289,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.7715946167319203,-0.0923623607710618,1.7222374095679305,1.7816579452322394,0
33,225,10,1,74,0.1,7.4,74.0,10.0,34656,80,6,10,74,1,2.138089935299395,1.466033332275663,3.693829571013808,-0.5500154006468303,0
13,175,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.3644462590574144,2.5068139801541314,0.2041241452319314,-0.3354101966249684,0
6,77,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.902510465127582,1.1391357828430966,-0.8365153132187088,-0.5207923224525008,0
41,46,20,1,52,0.05,2.6,52.0,20.0,55981,80,17,20,52,1,1.0,1.0,1.0,0.9640541410352405,1
6,37,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2672612419124244,1.466033332275663,0.9648062312349496,0.5940166326985765,0
42,266,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.2672612419124244,1.466033332275663,0.9648062312349496,0.3080086243622248,0
8,98,10,1,74,0.1,7.4,74.0,10.0,39104,80,6,10,74,1,-0.6350999569416318,2.1243342977344235,-0.8365153132187088,-0.8497137892646067,0
37,240,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.0,-1.221694443563052,0.055131784641997,0.8800246410349282,0
26,31,45,4,256,0.0888888888888888,5.688888888888889,64.0,11.25,12654,80,6,45,256,4,1.0,1.0,1.0,0.8085615376424597,1
18,269,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
54,344,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2672612419124244,1.466033332275663,0.055131784641997,1.1660326493712798,0
5,31,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.2672612419124244,0.0,-0.8545426619509555,0.3080086243622248,0
48,416,10,1,74,0.1,7.4,74.0,10.0,45814,80,6,10,74,1,1.4307712345817534,0.7159109398550215,2.172369390216752,-0.5180191265905407,0
27,187,9,1,74,0.1111111111111111,8.222222222222221,74.0,9.0,45758,80,6,9,74,1,0.0,1.466033332275663,0.9648062312349496,-0.836023408983182,0
0,4,63,7,364,0.1111111111111111,5.777777777777778,52.0,9.0,53291,80,17,63,364,7,1.0,1.0,1.0,0.9640541410352405,1
2,7,63,7,378,0.1111111111111111,6.0,54.0,9.0,80,9850,6,63,378,7,-1.0,-1.0,-1.0,0.6530689342496789,1
7,78,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,1.50418410854597,-0.831261246939557,-0.8365153132187088,2.439500878856451,0
46,163,10,1,64,0.1,6.4,64.0,10.0,9850,80,6,10,64,1,1.0,1.0,1.0,0.8085615376424597,1
30,328,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.6350999569416318,1.1391357828430966,0.4428610481746107,-0.5207923224525008,0
44,398,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
45,286,10,1,54,0.1,5.4,54.0,10.0,80,45782,6,10,54,1,0.2672612419124244,0.0,0.9648062312349496,-0.836023408983182,0
5,30,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.4307712345817534,-1.1931848997583692,-0.9084453813633688,1.9749479201264373,0
1,9,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.0366864419123526,-0.811365731835691,-0.9084453813633688,0.5503953220024499,0
28,315,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,1.7715946167319203,-0.0923623607710618,1.7222374095679305,1.7816579452322394,0
36,41,29,2,108,0.0689655172413793,3.724137931034482,54.0,14.5,80,11403,6,29,108,2,-1.0,-1.0,-1.0,0.6530689342496789,1
12,168,13,1,54,0.0769230769230769,4.153846153846154,54.0,13.0,14,0,1,13,54,1,-1.0,-1.0,-1.0,-1.0,1
52,334,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.2672612419124244,-0.2443388887126104,0.055131784641997,1.1660326493712798,0
29,203,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.0,1.466033332275663,0.9648062312349496,0.3080086243622248,0
11,16,57,6,324,0.1052631578947368,5.684210526315789,54.0,9.5,80,50182,6,57,324,6,-1.0,-1.0,-1.0,0.6530689342496789,1
21,336,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.0993944342883857,2.5068139801541314,0.2041241452319314,0.0,0
24,185,10,1,74,0.1,7.4,74.0,10.0,45758,80,6,10,74,1,1.4307712345817534,0.7159109398550215,2.172369390216752,-0.5180191265905407,0
27,32,45,4,216,0.0888888888888888,4.8,54.0,11.25,80,12654,6,45,216,4,-1.0,-1.0,-1.0,0.6530689342496789,1
43,267,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,2.138089935299395,-0.2443388887126104,1.8744806778279024,2.310064682716687,0
4,9,64,7,378,0.109375,5.90625,54.0,9.142857142857142,80,34725,6,64,378,7,-1.0,-1.0,-1.0,0.6530689342496789,1
9,46,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.0,-1.221694443563052,0.055131784641997,0.8800246410349282,0
32,37,37,3,156,0.081081081081081,4.216216216216216,52.0,12.333333333333334,62568,80,17,37,156,3,1.0,1.0,1.0,0.9640541410352405,1
34,233,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.2672612419124244,0.0,0.9648062312349496,0.5940166326985765,0
4,27,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.9171610478088162,1.4795492757003776,-0.9084453813633688,-0.5180191265905407,0
25,163,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.0,0.0,0.055131784641997,0.3080086243622248,0
13,195,17,1,46,0.0588235294117647,2.7058823529411766,46.0,17.0,18,0,1,17,46,1,1.0,1.0,1.0,1.0,1
22,143,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
15,108,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
3,81,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.0993944342883857,-0.5202821468244423,-0.8164965809277259,0.0,0
15,122,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-1.2106525831076371,-1.5750040676810473,-0.9084453813633688,-0.8741572761215376,0
0,6,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.902510465127582,1.1391357828430966,-0.8365153132187088,-0.8497137892646067,0
18,149,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,2.172369390216752,1.9749479201264373,0
15,198,12,1,54,0.0833333333333333,4.5,54.0,12.0,14,0,1,12,54,1,-1.0,-1.0,-1.0,-1.0,1
44,147,13,1,46,0.0769230769230769,3.5384615384615383,46.0,13.0,18,0,1,13,46,1,1.0,1.0,1.0,-1.0573497030709091,1
51,327,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.2672612419124244,0.0,0.055131784641997,0.3080086243622248,0
40,45,19,1,52,0.0526315789473684,2.736842105263158,52.0,19.0,60761,80,17,19,52,1,1.0,1.0,1.0,0.9640541410352405,1
10,49,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,52058,80,6,11,74,1,-0.8017837257372732,1.466033332275663,-0.8545426619509555,-1.1220314173195336,0
40,256,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
23,28,44,4,216,0.0909090909090909,4.909090909090909,54.0,11.0,80,22178,6,44,216,4,-1.0,-1.0,-1.0,0.6530689342496789,1
13,97,10,1,74,0.1,7.4,74.0,10.0,39104,80,6,10,74,1,1.4307712345817534,0.7159109398550215,-0.9084453813633688,-1.2302954256525345,0
9,75,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-1.2106525831076371,0.3340917719323433,-0.9084453813633688,-0.8741572761215376,0
11,110,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,1.7715946167319203,-0.5849616182167253,0.4428610481746107,1.7816579452322394,0
39,44,29,2,104,0.0689655172413793,3.586206896551724,52.0,14.5,903,80,17,29,104,2,1.0,1.0,1.0,0.9640541410352405,1
35,282,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,45782,80,6,11,74,1,1.4307712345817534,0.7159109398550215,2.172369390216752,-0.5180191265905407,0
47,205,13,1,46,0.0769230769230769,3.5384615384615383,46.0,13.0,18,0,1,13,46,1,1.0,1.0,1.0,-1.0573497030709091,1
24,285,11,1,54,0.0909090909090909,4.909090909090909,54.0,11.0,80,45782,6,11,54,1,1.7715946167319203,-0.3386619894938936,0.4428610481746107,-0.1918708556403951,0
16,133,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
48,313,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.138089935299395,1.466033332275663,3.693829571013808,2.310064682716687,0
43,70,10,1,64,0.1,6.4,64.0,10.0,22178,80,6,10,64,1,1.0,1.0,1.0,0.8085615376424597,1
32,223,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.0,1.466033332275663,0.055131784641997,0.8800246410349282,0
6,44,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2568050933864685,-1.1931848997583692,0.1184928758300046,0.1942571724714529,0
3,8,64,7,448,0.109375,7.0,64.0,9.142857142857142,34725,80,6,64,448,7,1.0,1.0,1.0,0.8085615376424597,1
35,349,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.7715946167319203,1.1391357828430966,0.4428610481746107,1.7816579452322394,0
4,95,17,1,54,0.0588235294117647,3.176470588235294,54.0,17.0,13,0,1,17,54,1,1.0,1.0,1.0,1.0,1
20,137,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.2672612419124244,1.466033332275663,0.9648062312349496,0.3080086243622248,0
4,90,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.5511238134019005,-0.898669162696764,-0.8164965809277259,2.6832815729997477,0
19,152,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
9,134,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
0,5,16,1,54,0.0625,3.375,54.0,16.0,13,0,1,16,54,1,1.0,1.0,1.0,1.0,1
50,322,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.2672612419124244,-0.2443388887126104,0.055131784641997,1.1660326493712798,0
10,109,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.6350999569416318,2.1243342977344235,0.4428610481746107,-0.1918708556403951,0
34,39,37,3,156,0.081081081081081,4.216216216216216,52.0,12.333333333333334,45614,80,17,37,156,3,1.0,1.0,1.0,0.9640541410352405,1
32,241,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.9171610478088162,-0.811365731835691,0.1184928758300046,-0.5180191265905407,0
7,12,58,6,312,0.1034482758620689,5.379310344827586,52.0,9.666666666666666,34315,80,17,58,312,6,1.0,1.0,1.0,0.9640541410352405,1
58,390,10,1,74,0.1,7.4,74.0,10.0,34700,80,6,10,74,1,2.138089935299395,1.466033332275663,3.693829571013808,-0.5500154006468303,0
40,387,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.7715946167319203,1.1391357828430966,0.4428610481746107,1.7816579452322394,0
21,257,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.6350999569416318,2.1243342977344235,0.4428610481746107,-0.1918708556403951,0
13,120,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.7715946167319203,-0.831261246939557,-0.8365153132187088,1.7816579452322394,0
0,28,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.629498083826443,2.5068139801541314,-0.8164965809277259,-0.6708203932499369,0
5,93,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.629498083826443,2.5068139801541314,-0.8164965809277259,-0.6708203932499369,0
19,249,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.6350999569416318,1.1391357828430966,-0.8365153132187088,-0.1918708556403951,0
8,13,58,6,384,0.1034482758620689,6.620689655172414,64.0,9.666666666666666,48831,80,6,58,384,6,1.0,1.0,1.0,0.8085615376424597,1
13,18,58,6,312,0.1034482758620689,5.379310344827586,52.0,9.666666666666666,46815,80,17,58,312,6,1.0,1.0,1.0,0.9640541410352405,1
10,165,18,1,46,0.0555555555555555,2.5555555555555554,46.0,18.0,18,0,1,18,46,1,1.0,1.0,1.0,1.0,1
41,363,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,0.1184928758300046,1.2626716210644435,0
18,121,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.2672612419124244,-1.466033332275663,-0.8545426619509555,0.5940166326985765,0
17,22,51,5,320,0.0980392156862745,6.2745098039215685,64.0,10.2,45007,80,6,51,320,5,1.0,1.0,1.0,0.8085615376424597,1
53,339,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.2672612419124244,0.0,0.055131784641997,0.3080086243622248,0
2,36,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.7715946167319203,-0.0923623607710618,1.7222374095679305,1.7816579452322394,0
46,411,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.4307712345817534,0.3340917719323433,1.1454311330233782,1.2626716210644435,0
21,142,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,2.138089935299395,0.0,0.055131784641997,2.310064682716687,0
36,323,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.0366864419123526,1.4795492757003776,0.1184928758300046,0.5503953220024499,0
7,116,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.3644462590574144,-0.1418951309521206,-0.8164965809277259,-0.3354101966249684,0
14,197,12,1,54,0.0833333333333333,4.5,54.0,12.0,13,0,1,12,54,1,1.0,1.0,1.0,1.0,1
5,96,17,1,54,0.0588235294117647,3.176470588235294,54.0,17.0,14,0,1,17,54,1,-1.0,-1.0,-1.0,-1.0,1
37,358,10,1,54,0.1,5.4,54.0,10.0,80,52130,6,10,54,1,1.7715946167319203,-0.831261246939557,-0.8365153132187088,-0.1918708556403951,0
1,6,16,1,54,0.0625,3.375,54.0,16.0,14,0,1,16,54,1,-1.0,-1.0,-1.0,-1.0,1
16,214,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,2.5511238134019005,-0.5202821468244423,0.2041241452319314,2.6832815729997477,0
61,412,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,1.466033332275663,0.9648062312349496,0.3080086243622248,0
34,268,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,2.172369390216752,0.9065334715334468,0
12,92,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,1.4795492757003776,-0.9084453813633688,0.1942571724714529,0
23,399,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
30,235,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.4307712345817534,0.7159109398550215,2.172369390216752,1.2626716210644435,0
47,415,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.2568050933864685,0.7159109398550215,1.1454311330233782,0.9065334715334468,0
56,364,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,0.0,0.0,0.055131784641997,0.3080086243622248,0
9,144,19,2,108,0.1052631578947368,5.684210526315789,54.0,9.5,14,0,1,19,108,2,-1.0,-1.0,-1.0,-1.0,1
48,236,10,1,54,0.1,5.4,54.0,10.0,80,34725,6,10,54,1,-1.0,-1.0,-1.0,0.6530689342496789,1
18,237,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,0.1671315676162189,2.1243342977344235,3.00161377096125,-0.1918708556403951,0
21,26,45,4,216,0.0888888888888888,4.8,54.0,11.25,80,9169,6,45,216,4,-1.0,-1.0,-1.0,0.6530689342496789,1
8,143,19,2,108,0.1052631578947368,5.684210526315789,54.0,9.5,13,0,1,19,108,2,1.0,1.0,1.0,1.0,1
26,205,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2568050933864685,0.7159109398550215,1.1454311330233782,0.9065334715334468,0
47,291,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,2.138089935299395,1.466033332275663,3.693829571013808,2.310064682716687,0
19,324,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.0993944342883857,2.5068139801541314,0.2041241452319314,0.0,0
10,80,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.0366864419123526,-1.5750040676810473,-0.9084453813633688,0.5503953220024499,0
14,117,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-1.2106525831076371,0.7159109398550215,-0.9084453813633688,-0.8741572761215376,0
16,111,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.2672612419124244,0.0,0.055131784641997,0.5940166326985765,0
37,42,29,2,128,0.0689655172413793,4.413793103448276,64.0,14.5,60068,80,6,29,128,2,1.0,1.0,1.0,0.8085615376424597,1
