Unnamed: 0,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto,is_attack
44,283,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,45782,80,6,11,74,1,0.0,1.466033332275663,0.9648062312349496,-0.836023408983182,0
12,153,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.1656573904806429,2.5068139801541314,2.2453655975512463,0.3354101966249684,0
1,6,63,7,448,0.1111111111111111,7.111111111111111,64.0,9.0,9850,80,6,63,448,7,1.0,1.0,1.0,0.8085615376424597,1
3,10,16,1,47,0.0625,2.9375,47.0,16.0,0,10,1,16,47,1,-1.0,-1.0,-1.0,-1.0,1
36,239,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.8017837257372732,0.0,0.055131784641997,-0.2640073923104785,0
17,118,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-1.6035674514745464,1.466033332275663,-0.8545426619509555,-0.836023408983182,0
38,248,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,0.0,0.0,-0.8545426619509555,0.8800246410349282,0
33,343,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.50418410854597,-0.0923623607710618,0.4428610481746107,2.439500878856451,0
29,321,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.50418410854597,-0.5849616182167253,0.4428610481746107,2.439500878856451,0
3,18,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,2.138089935299395,0.0,0.9648062312349496,2.310064682716687,0
17,232,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.7715946167319203,-0.3386619894938936,0.4428610481746107,1.7816579452322394,0
25,202,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,1.1454311330233782,1.2626716210644435,0
4,50,11,1,74,0.0909090909090909,6.7272727272727275,74.0,11.0,52058,80,6,11,74,1,-0.902510465127582,2.1243342977344235,-0.8365153132187088,-0.8497137892646067,0
37,326,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.4307712345817534,0.3340917719323433,0.1184928758300046,1.9749479201264373,0
33,265,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,2.172369390216752,1.9749479201264373,0
8,45,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.8017837257372732,0.0,0.055131784641997,-0.2640073923104785,0
26,438,10,1,74,0.1,7.4,74.0,10.0,39180,80,6,10,74,1,2.5511238134019005,-0.1418951309521206,0.2041241452319314,-0.3354101966249684,0
20,25,45,4,256,0.0888888888888888,5.688888888888889,64.0,11.25,9169,80,6,45,256,4,1.0,1.0,1.0,0.8085615376424597,1
11,91,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,-0.811365731835691,-0.9084453813633688,1.9749479201264373,0
1,7,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.50418410854597,-0.831261246939557,-0.8365153132187088,2.439500878856451,0
36,350,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,0,0,1,11,98,1,1.50418410854597,2.1243342977344235,0.4428610481746107,2.439500878856451,0
14,19,51,5,320,0.0980392156862745,6.2745098039215685,64.0,10.2,62963,80,6,51,320,5,1.0,1.0,1.0,0.8085615376424597,1
22,258,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,1.7715946167319203,-0.5849616182167253,0.4428610481746107,1.7816579452322394,0
2,16,11,1,98,0.0909090909090909,8.909090909090908,98.0,11.0,8,0,1,11,98,1,1.4307712345817534,0.3340917719323433,1.1454311330233782,1.2626716210644435,0
32,340,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.6350999569416318,1.1391357828430966,0.4428610481746107,-0.5207923224525008,0
