,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto
0,22,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,1.224744871391589,-0.9801960588196068,-0.6324555320336758,-0.6868028197434449
1,27,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.8164965809277261,0.7001400420140048,-0.6324555320336758,-0.6868028197434449
2,28,10,5,463,0.5,46.3,92.6,2.0,55420,80,6,10,463,5,1.224744871391589,1.2602520756252087,1.5811388300841895,0.961523947640823
3,34,10,4,676,0.4,67.6,169.0,2.5,80,55420,6,10,676,4,1.224744871391589,0.7001400420140048,1.5811388300841895,1.7856873313329573
4,35,10,5,475,0.5,47.5,95.0,2.0,55422,80,6,10,475,5,1.224744871391589,1.2602520756252087,1.5811388300841895,0.961523947640823
5,40,10,4,676,0.4,67.6,169.0,2.5,80,55422,6,10,676,4,1.224744871391589,0.7001400420140048,1.5811388300841895,1.7856873313329573
6,70,10,5,463,0.5,46.3,92.6,2.0,52728,80,6,10,463,5,-0.8164965809277261,1.2602520756252087,-0.6324555320336758,-0.6868028197434449
7,75,10,4,676,0.4,67.6,169.0,2.5,80,52728,6,10,676,4,1.224744871391589,-0.9801960588196068,-0.6324555320336758,1.7856873313329573
8,94,10,5,487,0.5,48.7,97.4,2.0,48360,80,6,10,487,5,-0.8164965809277261,1.2602520756252087,-0.6324555320336758,-0.6868028197434449
9,130,10,5,475,0.5,47.5,95.0,2.0,55432,80,6,10,475,5,1.224744871391589,1.2602520756252087,1.5811388300841895,0.961523947640823
10,135,10,5,742,0.5,74.2,148.4,2.0,80,55432,6,10,742,5,1.224744871391589,0.7001400420140048,1.5811388300841895,1.7856873313329573
