,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto
20,49,80,9,576,0.1125,7.2,64.0,8.88888888888889,10871,80,6,80,576,9,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
21,51,90,10,540,0.1111111111111111,6.0,54.0,9.0,80,38970,6,90,540,10,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
22,62,10,6,541,0.6,54.1,90.16666666666667,1.6666666666666667,40014,80,6,10,541,6,-0.5732135034346397,0.619072087282445,-0.350389554363155,-0.4457306925551046
23,63,10,4,676,0.4,67.6,169.0,2.5,80,40014,6,10,676,4,2.3734621626590555,-0.6390421546141367,-0.350389554363155,2.9155171529424058
24,72,10,5,463,0.5,46.3,92.6,2.0,52728,80,6,10,463,5,-0.5732135034346397,0.619072087282445,-0.350389554363155,-0.4457306925551046
25,73,10,4,676,0.4,67.6,169.0,2.5,80,52728,6,10,676,4,2.3734621626590555,-0.6390421546141367,-0.350389554363155,2.9155171529424058
26,78,74,8,512,0.10810810810810811,6.918918918918919,64.0,9.25,56773,80,6,74,512,8,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
27,81,74,8,432,0.10810810810810811,5.837837837837838,54.0,9.25,80,56773,6,74,432,8,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
28,96,10,5,487,0.5,48.7,97.4,2.0,48360,80,6,10,487,5,-0.5732135034346397,0.619072087282445,-0.350389554363155,-0.4457306925551046
29,97,10,4,676,0.4,67.6,169.0,2.5,80,48360,6,10,676,4,2.3734621626590555,-0.6390421546141367,-0.350389554363155,2.9155171529424058
30,101,68,7,448,0.10294117647058823,6.588235294117647,64.0,9.714285714285714,60334,80,6,68,448,7,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
31,132,10,5,475,0.5,47.5,95.0,2.0,55432,80,6,10,475,5,-0.38512782262014855,0.619072087282445,-0.14652654091550119,-0.2995894818812998
32,133,10,5,742,0.5,74.2,148.4,2.0,80,55432,6,10,742,5,2.3734621626590555,-0.4293564476313731,-0.14652654091550119,2.9155171529424058
33,136,61,6,384,0.09836065573770492,6.295081967213115,64.0,10.166666666666666,15537,80,6,61,384,6,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
34,152,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.44782304955831226,2.2266625074836326,-0.350389554363155,-0.2995894818812998
35,155,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,0,0,1,11,98,1,0.17912921982332497,-0.4992516832922943,-0.350389554363155,-0.4457306925551046
36,213,46,5,270,0.10869565217391304,5.869565217391305,54.0,9.2,80,48127,6,46,270,5,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
37,215,56,5,270,0.08928571428571429,4.821428571428571,54.0,11.2,80,33261,6,56,270,5,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
38,217,56,5,270,0.08928571428571429,4.821428571428571,54.0,11.2,80,32421,6,56,270,5,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
39,218,46,5,320,0.10869565217391304,6.956521739130435,64.0,9.2,59050,80,6,46,320,5,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
40,220,46,4,216,0.08695652173913043,4.695652173913044,54.0,11.5,80,59050,6,46,216,4,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
41,221,46,4,256,0.08695652173913043,5.565217391304348,64.0,11.5,38099,80,6,46,256,4,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
42,453,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,30636,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
43,454,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,31616,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
44,455,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,18917,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
45,456,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,48893,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
46,457,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,10871,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
47,458,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,56773,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
48,459,20,1,64,0.05,3.2,64.0,20.0,32071,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
49,460,20,1,64,0.05,3.2,64.0,20.0,13267,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
50,461,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,60334,80,6,18,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
51,462,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,64609,80,6,18,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
52,463,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,8685,80,6,18,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
53,464,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,15537,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
54,465,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,59089,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
55,474,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,1673,80,6,18,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
56,475,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,23495,80,6,18,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
57,476,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,48127,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
58,477,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,59050,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
59,478,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,38099,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
60,479,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,40621,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
61,480,20,1,64,0.05,3.2,64.0,20.0,49316,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
62,481,20,1,64,0.05,3.2,64.0,20.0,1630,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
63,482,20,1,64,0.05,3.2,64.0,20.0,11080,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
64,617,19,1,54,0.05263157894736842,2.8421052631578947,54.0,19.0,80,18917,6,19,54,1,0.17912921982332497,0.619072087282445,0.7708570195989409,0.3580459661508218
65,618,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,21155,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
66,619,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,9705,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
67,620,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,38970,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
68,627,19,1,64,0.05263157894736842,3.3684210526315788,64.0,19.0,61898,80,6,19,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
69,763,20,1,64,0.05,3.2,64.0,20.0,13267,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
70,764,20,1,64,0.05,3.2,64.0,20.0,60334,80,6,20,64,1,2.3734621626590555,2.2266625074836326,3.7268707145899214,2.9155171529424058
