,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto
0,7,10,5,475,0.5,47.5,95.0,2.0,43884,80,6,10,475,5,-0.05399492471560388,2.4805651256555197,1.0475698532329942,0.12038585308576913
1,10,10,5,742,0.5,74.2,148.4,2.0,80,43884,6,10,742,5,2.537761461633383,-0.05277798139692595,1.0475698532329942,3.4911897394873064
2,13,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.48595432244043496,-0.4750018325723336,-0.48349377841522834,0.12038585308576913
3,18,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.48595432244043496,-0.05277798139692595,-0.48349377841522834,-0.4414147946478204
4,22,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.05399492471560388,-0.05277798139692595,-0.48349377841522834,0.12038585308576913
5,25,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,0,0,1,11,98,1,-0.05399492471560388,-0.05277798139692595,-0.48349377841522834,-0.4414147946478204
6,26,10,6,541,0.6,54.1,90.16666666666667,1.6666666666666667,35546,80,6,10,541,6,-0.05399492471560388,2.4805651256555197,-0.48349377841522834,-0.4414147946478204
7,29,10,4,676,0.4,67.6,169.0,2.5,80,35546,6,10,676,4,2.537761461633383,-0.05277798139692595,-0.48349377841522834,3.4911897394873064
8,35,10,6,541,0.6,54.1,90.16666666666667,1.6666666666666667,43890,80,6,10,541,6,-0.05399492471560388,2.4805651256555197,1.0475698532329942,0.12038585308576913
9,38,10,4,676,0.4,67.6,169.0,2.5,80,43890,6,10,676,4,2.537761461633383,-0.05277798139692595,1.0475698532329942,3.4911897394873064
10,41,10,1,98,0.1,9.8,98.0,10.0,8,0,1,10,98,1,-0.48595432244043496,-0.05277798139692595,-0.48349377841522834,0.12038585308576913
11,42,10,1,98,0.1,9.8,98.0,10.0,0,0,1,10,98,1,-0.05399492471560388,-0.05277798139692595,-0.48349377841522834,0.12038585308576913
12,47,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.05399492471560388,2.4805651256555197,2.578633484881217,-0.4414147946478204
13,50,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,0,0,1,11,98,1,2.537761461633383,-0.05277798139692595,2.578633484881217,-0.4414147946478204
14,55,10,6,553,0.6,55.3,92.16666666666667,1.6666666666666667,50964,80,6,10,553,6,-0.05399492471560388,2.4805651256555197,2.578633484881217,0.12038585308576913
15,61,10,6,816,0.6,81.6,136.0,1.6666666666666667,80,50964,6,10,816,6,2.537761461633383,-0.05277798139692595,2.578633484881217,3.4911897394873064
16,66,10,5,463,0.5,46.3,92.6,2.0,40034,80,6,10,463,5,-0.48595432244043496,2.4805651256555197,-0.48349377841522834,-0.4414147946478204
17,69,10,4,676,0.4,67.6,169.0,2.5,80,40034,6,10,676,4,2.537761461633383,-0.4750018325723336,-0.48349377841522834,3.4911897394873064
18,75,11,1,98,0.09090909090909091,8.909090909090908,98.0,11.0,8,0,1,11,98,1,-0.48595432244043496,-0.05277798139692595,-0.48349377841522834,-0.4414147946478204
19,88,10,4,409,0.4,40.9,102.25,2.5,48272,80,6,10,409,4,-0.48595432244043496,2.4805651256555197,-0.48349377841522834,-0.4414147946478204
20,91,10,4,676,0.4,67.6,169.0,2.5,80,48272,6,10,676,4,2.537761461633383,-0.8972256837477413,-0.48349377841522834,3.4911897394873064
21,104,10,7,627,0.7,62.7,89.57142857142857,1.4285714285714286,50972,80,6,10,627,7,-0.05399492471560388,2.4805651256555197,2.578633484881217,0.12038585308576913
22,111,10,5,742,0.5,74.2,148.4,2.0,80,50972,6,10,742,5,2.537761461633383,-0.05277798139692595,2.578633484881217,3.4911897394873064
23,114,10,4,409,0.4,40.9,102.25,2.5,33140,80,6,10,409,4,-0.9179137201652661,2.4805651256555197,-0.48349377841522834,-0.4414147946478204
24,117,10,4,676,0.4,67.6,169.0,2.5,80,33140,6,10,676,4,2.537761461633383,-0.8972256837477413,-0.48349377841522834,3.4911897394873064
