,cookie,duration,packet,byte,pps,bps,bpp,interarrival_time,port_src,port_dst,ip_proto,duration_sec,byte_count,packet_count,z_score-ipv4_src,z_score-ipv4_dst,z_score-ipv4_src-ipv4_dst,z_score-ipv4_src-ip_proto
0,6,96,11,704,0.11458333333333333,7.333333333333333,64.0,8.727272727272727,36615,80,6,96,704,11,1.0,1.0,1.0,1.0
1,8,96,11,594,0.11458333333333333,6.1875,54.0,8.727272727272727,80,36615,6,96,594,11,-1.0,-1.0,-1.0,-1.0
2,11,96,11,704,0.11458333333333333,7.333333333333333,64.0,8.727272727272727,63151,80,6,96,704,11,1.0,1.0,1.0,1.0
3,13,95,11,594,0.11578947368421053,6.252631578947368,54.0,8.636363636363637,80,63151,6,95,594,11,-1.0,-1.0,-1.0,-1.0
4,19,95,11,704,0.11578947368421053,7.410526315789474,64.0,8.636363636363637,33893,80,6,95,704,11,1.0,1.0,1.0,1.0
5,21,95,11,594,0.11578947368421053,6.252631578947368,54.0,8.636363636363637,80,33893,6,95,594,11,-1.0,-1.0,-1.0,-1.0
6,22,95,11,704,0.11578947368421053,7.410526315789474,64.0,8.636363636363637,57325,80,6,95,704,11,1.0,1.0,1.0,1.0
7,24,95,11,594,0.11578947368421053,6.252631578947368,54.0,8.636363636363637,80,57325,6,95,594,11,-1.0,-1.0,-1.0,-1.0
8,30,90,10,640,0.1111111111111111,7.111111111111111,64.0,9.0,39368,80,6,90,640,10,1.0,1.0,1.0,1.0
9,32,90,10,540,0.1111111111111111,6.0,54.0,9.0,80,39368,6,90,540,10,-1.0,-1.0,-1.0,-1.0
10,35,90,10,640,0.1111111111111111,7.111111111111111,64.0,9.0,7987,80,6,90,640,10,1.0,1.0,1.0,1.0
11,39,90,10,540,0.1111111111111111,6.0,54.0,9.0,80,7987,6,90,540,10,-1.0,-1.0,-1.0,-1.0
12,43,90,10,640,0.1111111111111111,7.111111111111111,64.0,9.0,13278,80,6,90,640,10,1.0,1.0,1.0,1.0
13,44,90,10,640,0.1111111111111111,7.111111111111111,64.0,9.0,33161,80,6,90,640,10,1.0,1.0,1.0,1.0
14,46,90,10,540,0.1111111111111111,6.0,54.0,9.0,80,13278,6,90,540,10,-1.0,-1.0,-1.0,-1.0
15,47,90,10,540,0.1111111111111111,6.0,54.0,9.0,80,33161,6,90,540,10,-1.0,-1.0,-1.0,-1.0
16,676,17,1,64,0.058823529411764705,3.764705882352941,64.0,17.0,36615,80,6,17,64,1,1.0,1.0,1.0,1.0
17,677,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,63151,80,6,18,64,1,1.0,1.0,1.0,1.0
18,678,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,33893,80,6,18,64,1,1.0,1.0,1.0,1.0
19,679,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,57325,80,6,18,64,1,1.0,1.0,1.0,1.0
20,680,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,39368,80,6,18,64,1,1.0,1.0,1.0,1.0
21,681,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,7987,80,6,18,64,1,1.0,1.0,1.0,1.0
22,682,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,13278,80,6,18,64,1,1.0,1.0,1.0,1.0
23,683,18,1,64,0.05555555555555555,3.5555555555555554,64.0,18.0,33161,80,6,18,64,1,1.0,1.0,1.0,1.0
